"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"646","lapte uht 3.5% grasime 1l fulga","512 Lei","lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""","572","lapte uht 3.5% grasime 1l fulga",101,"439 Lei/bucata","lapte uht semidegresat fulga 1.5% grasime 1l",97,"439 Lei/bucata","lapte uht semidegresat fulga 1.5% grasime 1l",97
"647","lapte consum 3.5% grasime 1l kaerntner","1139 Lei","lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""","730","lapte consum bio 3.5% grasime 1l olympus",84,"1139 Lei/buc","lapte consum 3.5% grasime 1l kaerntner",101,"1139 Lei/buc","lapte consum 3.5% grasime 1l kaerntner",101
"648","lapte de consum 1.5% grasime 1l oke","379 Lei","lapte de vaca, degresat  (1,5-1,8%) ","424","lapte de consum 1.5% grasime 1l oke",101,"379 Lei/buc","lapte de consum 1.5% grasime 1l oke",101,"379 Lei/buc","lapte de consum 1.5% grasime 1l oke",101
"649","lapte de consum integral 3.5% grasime 1l raraul","502 Lei","lapte de vaca, uht, cu grasime  3,5% (la dorna""  ""fulga""","573","lapte de consum integral 3.5% grasime 1l raraul",101,"523 Lei/buc","lapte de consum integral 3.5% grasime 1l raraul",101,"523 Lei/buc","lapte de consum integral 3.5% grasime 1l raraul",101
"650","pulpe de pui superioare dezosate fara piele kg coco rico","1699 Lei","pulpe superioare de pui, fara  piele si os, preambalate ","2109","pulpe de pui superioare dezosate fara piele kg coco rico",101,"2049 Lei/Kg","pulpe de pui superioare dezosate fara piele kg coco rico",101,"2049 Lei/Kg","pulpe de pui superioare dezosate fara piele kg coco rico",101
"651","piept de pui dezosat - file fara piele si minor kg 365","1799 Lei","pulpe superioare de pui, fara  piele si os, preambalate ","1859","piept de pui dezosat - file fara piele si minor kg 365",101,"1799 Lei/Kg","piept de pui dezosat - file fara piele si minor kg 365",101,"1799 Lei/Kg","piept de pui dezosat - file fara piele si minor kg 365",101
"652","aripioare de pui picante kg le boucher","1499 Lei","aripi de pui, preambalate  ","12.59 Lei/kilogram","fragedo mix aripioare de pui rotisate picante si barbeque",77,"1269 Lei/kg","aripioare de pui fragedo, per kg",76,"1269 Lei/kg","aripioare de pui fragedo, per kg",76
"653","ceafa de porc fara os, 5 felii kg gusturi romanesti","2199 Lei","ceafa, cotlet fara os si  slanina ","2159","ceafa de porc fara os, 5 felii kg gusturi romanesti",101,"2199 Lei/Kg","ceafa de porc fara os, 5 felii kg gusturi romanesti",101,"2199 Lei/Kg","ceafa de porc fara os, 5 felii kg gusturi romanesti",101
"654","pulpe superioare de pui cu os si piele kg 365","1139 Lei","pulpe superioare de pui, fara  piele si os, preambalate ","1199","pulpe superioare de pui cu os si piele kg 365",101,"1139 Lei/Kg","pulpe superioare de pui cu os si piele kg 365",101,"1139 Lei/Kg","pulpe superioare de pui cu os si piele kg 365",101
"655","piept de pui dezosat fara piele ambalat individual kg 365","1779 Lei","piept de pui, dezosat,  preambalat ","1809","piept de pui dezosat fara piele ambalat individual kg 365",101,"1779 Lei/Kg","piept de pui dezosat fara piele ambalat individual kg 365",101,"1779 Lei/Kg","piept de pui dezosat fara piele ambalat individual kg 365",101
"656","pulpe de pui dezosate fara piele refrigerate kg fragedo","1899 Lei","pulpe superioare de pui, fara  piele si os, preambalate ","1959","pulpe de pui dezosate fara piele refrigerate kg fragedo",101,"2059 Lei/Kg","pulpe de pui dezosate fara piele refrigerate kg fragedo",101,"2059 Lei/Kg","pulpe de pui dezosate fara piele refrigerate kg fragedo",101
"657","puisor de ferma franta kg savel","3519 Lei","pui (fara cap, git, gheare),  preambalat ","7859","piept pui kg savel",62,"3519 Lei/Kg","puisor de ferma franta kg savel",101,"3519 Lei/Kg","puisor de ferma franta kg savel",101
"658","piept de pui file dezosat fara piele si minor kg coco rico","2199 Lei","piept de pui, dezosat,  preambalat ","2259","piept de pui file dezosat fara piele si minor kg coco rico",101,"2199 Lei/Kg","piept de pui file dezosat fara piele si minor kg coco rico",101,"2199 Lei/Kg","piept de pui file dezosat fara piele si minor kg coco rico",101
"659","aripioare de pui cu piele refrigerate kg fragedo","1299 Lei","aripi de pui, preambalate  ","1359","aripioare de pui cu piele refrigerate kg fragedo",101,"1399 Lei/Kg","aripioare de pui cu piele refrigerate kg fragedo",101,"1399 Lei/Kg","aripioare de pui cu piele refrigerate kg fragedo",101
"660","pulpe superioare de pui dezosate fara piele kg 365","1689 Lei","pulpe superioare de pui, fara  piele si os, preambalate ","1749","pulpe superioare de pui dezosate fara piele kg 365",101,"1689 Lei/Kg","pulpe superioare de pui dezosate fara piele kg 365",101,"1689 Lei/Kg","pulpe superioare de pui dezosate fara piele kg 365",101
"661","ficat de pui kg coco rico","1239 Lei","ficat pui, preambalat  ","1299","ficat de pui kg coco rico",101,"1239 Lei/Kg","ficat de pui kg coco rico",101,"1239 Lei/Kg","ficat de pui kg coco rico",101
"662","piept de pui dezosat fara piele feliat refrigerat kg fragedo","2399 Lei","piept de pui, dezosat,  preambalat ","2459","piept de pui dezosat fara piele feliat refrigerat kg fragedo",101,"2629 Lei/Kg","piept de pui dezosat fara piele feliat refrigerat kg fragedo",101,"2629 Lei/Kg","piept de pui dezosat fara piele feliat refrigerat kg fragedo",101
"663","pipote si inimi de pui kg coco rico","1229 Lei","pipote si inimi de pui si  gaina, preambalate ","1289","pipote si inimi de pui kg coco rico",101,"1229 Lei/Kg","pipote si inimi de pui kg coco rico",101,"1229 Lei/Kg","pipote si inimi de pui kg coco rico",101
"664","pulpe de pui cu spate kg 365","779 Lei","pulpe pui, preambalate  ","759","pulpe de pui cu spate kg 365",101,"1199 Lei/Kg","pulpe inferioare de pui cu os si piele kg 365",88,"1199 Lei/Kg","pulpe inferioare de pui cu os si piele kg 365",88
"665","piept de pui dezosat, fara piele, feliat kg 365","1979 Lei","piept de pui, dezosat,  preambalat ","2039","piept de pui dezosat, fara piele, feliat kg 365",101,"1979 Lei/Kg","piept de pui dezosat, fara piele, feliat kg 365",101,"1979 Lei/Kg","piept de pui dezosat, fara piele, feliat kg 365",101
"666","aripi de pui cu os si piele kg 365","999 Lei","aripi de pui, preambalate  ","1059","aripi de pui cu os si piele kg 365",101,"999 Lei/Kg","aripi de pui cu os si piele kg 365",101,"999 Lei/Kg","aripi de pui cu os si piele kg 365",101
"667","aripi de pui cu piele kg coco rico","1199 Lei","aripi de pui, preambalate  ","1189","aripi de pui cu piele kg coco rico",101,"1129 Lei/Kg","aripi de pui cu piele kg coco rico",101,"1129 Lei/Kg","aripi de pui cu piele kg coco rico",101
"668","pulpe de pui cu os si piele kg 365","1099 Lei","pui (fara cap, git, gheare),  preambalat ","1159","pulpe de pui cu os si piele kg 365",101,"1099 Lei/Kg","pulpe de pui cu os si piele kg 365",101,"1099 Lei/Kg","pulpe de pui cu os si piele kg 365",101
"669","ceafa de porc cu os kg gusturi romanesti","1799 Lei","ceafa, cotlet fara os si  slanina ","1859","ceafa de porc cu os kg gusturi romanesti",101,"1799 Lei/Kg","ceafa de porc cu os kg gusturi romanesti",101,"1799 Lei/Kg","ceafa de porc cu os kg gusturi romanesti",101
"670","muschiulet de porc kg gusturi romanesti","3499 Lei","muschi de porc, fasonat  ","2859","muschiulet de porc kg gusturi romanesti",101,"1899 Lei/Kg","gulas de porc kg gusturi romanesti",90,"1899 Lei/Kg","gulas de porc kg gusturi romanesti",90
"671","ceafa de porc marinata fara os kg le boucher","2599 Lei","ceafa, cotlet fara os si  slanina ","2559","ceafa de porc marinata fara os kg le boucher",101,"2099 Lei/kg","ceafa de porc fara os x2",93,"2099 Lei/kg","ceafa de porc fara os x2",93
"672","pui grill kg gusturi romanesti","1759 Lei","pui (fara cap, git, gheare),  preambalat ","1879","pulpe de pui cu os kg gusturi romanesti",89,"1759 Lei/Kg","pui grill kg gusturi romanesti",101,"1759 Lei/Kg","pui grill kg gusturi romanesti",101
"673","ceafa de porc fara os kg le boucher","2179 Lei","ceafa, cotlet fara os si  slanina ","2059","ceafa de porc fara os kg le boucher",101,"2179 Lei/Kg","ceafa de porc fara os kg le boucher",101,"2179 Lei/Kg","ceafa de porc fara os kg le boucher",101
"674","telemea de vaca 350g gusturi romanesti","769 Lei","brinza (telemea) din lapte de  vaca ","829","telemea de vaca 350g gusturi romanesti",101,"769 Lei/buc","telemea de vaca 350g gusturi romanesti",101,"769 Lei/buc","telemea de vaca 350g gusturi romanesti",101
"675","telemea de oaie 400g 365","1167 Lei","brinza (telemea) din lapte de  oaie ","1227","telemea de oaie 400g 365",101,"1167 Lei/buc","telemea de oaie 400g 365",101,"1167 Lei/buc","telemea de oaie 400g 365",101
"676","telemea de capra 350g olympus","1270 Lei","brinza (telemea) din lapte de  capra ","1324","telemea de capra 350g olympus",101,"1268 Lei/buc","telemea de capra 350g olympus",101,"1268 Lei/buc","telemea de capra 350g olympus",101
"677","telemea de vaca 350g hochland","956 Lei","brinza (telemea) din lapte de  vaca ","1016","telemea de vaca 350g hochland",101,"956 Lei/buc","telemea de vaca 350g hochland",101,"956 Lei/buc","telemea de vaca 350g hochland",101
"678","telemea de vaca 500g hochland","1670 Lei","brinza (telemea) din lapte de  vaca ","1730","telemea de vaca 500g hochland",101,"1670 Lei/buc","telemea de vaca 500g hochland",101,"1670 Lei/buc","telemea de vaca 500g hochland",101
"679","telemea de vaca 400g 365","1009 Lei","brinza (telemea) din lapte de  vaca ","1069","telemea de vaca 400g 365",101,"1009 Lei/buc","telemea de vaca 400g 365",101,"1009 Lei/buc","telemea de vaca 400g 365",101
"680","telemea de capra 200g gusturi romanesti","644 Lei","brinza (telemea) din lapte de  capra ","704","telemea de capra 200g gusturi romanesti",101,"644 Lei/buc","telemea de capra 200g gusturi romanesti",101,"644 Lei/buc","telemea de capra 200g gusturi romanesti",101
"681","telemea de oaie 350g olympus","1273 Lei","brinza (telemea) din lapte de  oaie ","1321","telemea de oaie 350g olympus",101,"1273 Lei/buc","telemea de oaie 350g olympus",101,"1273 Lei/buc","telemea de oaie 350g olympus",101
"682","telemea de vaca 50% grasime 200g hochland","570 Lei","brinza (telemea) din lapte de  vaca ","630","telemea de vaca 50% grasime 200g hochland",101,"570 Lei/buc","telemea de vaca 50% grasime 200g hochland",101,"570 Lei/buc","telemea de vaca 50% grasime 200g hochland",101
"683","telemea de oaie 200g gusturi romanesti","594 Lei","brinza (telemea) din lapte de  oaie ","654","telemea de oaie 200g gusturi romanesti",101,"594 Lei/buc","telemea de oaie 200g gusturi romanesti",101,"594 Lei/buc","telemea de oaie 200g gusturi romanesti",101
"684","telemea de vaca gust domol 350g napolact","1057 Lei","brinza (telemea) din lapte de  vaca ","986","telemea de vaca gust domol 350g napolact",101,"1057 Lei/buc","telemea de vaca gust domol 350g napolact",101,"1057 Lei/buc","telemea de vaca gust domol 350g napolact",101
"685","feta de oaie si capra 200g olympus","999 Lei","brinza feta""""  ","1009","feta de oaie si capra 200g olympus",101,"1109 Lei/buc","feta de oaie si capra 200g olympus",101,"1109 Lei/buc","feta de oaie si capra 200g olympus",101
"686","telemea de ibanesti de vaca 400g gusturi romanesti","849 Lei","brinza (telemea) din lapte de  vaca ","909","telemea de ibanesti de vaca 400g gusturi romanesti",101,"849 Lei/buc","telemea de ibanesti de vaca 400g gusturi romanesti",101,"849 Lei/buc","telemea de ibanesti de vaca 400g gusturi romanesti",101
"687","telemea de capra 150g olympus","625 Lei","brinza (telemea) din lapte de  capra ","668","telemea de capra 150g olympus",101,"624 Lei/buc","telemea de capra 150g olympus",101,"624 Lei/buc","telemea de capra 150g olympus",101
"688","telemea de oaie 200g president","792 Lei","brinza (telemea) din lapte de  oaie ","852","telemea de oaie 200g president",101,"792 Lei/buc","telemea de oaie 200g president",101,"792 Lei/buc","telemea de oaie 200g president",101
"689","telemea de vaca 350g president","1072 Lei","brinza (telemea) din lapte de  vaca ","1132","telemea de vaca 350g president",101,"1000 Lei/bucata","telemea de vaca president 350g",100,"1000 Lei/bucata","telemea de vaca president 350g",100
"690","telemea de capra 350g president","1359 Lei","brinza (telemea) din lapte de  capra ","1494","telemea de capra 350g president",101,"1340 Lei/bucata","telemea capra 350g president",100,"1420 Lei/bucata","telemea capra 350g president",100
"691","telemea de vaca 500g delaco","1359 Lei","brinza (telemea) din lapte de  vaca ","1759","telemea de vaca 500g delaco",101,"2073 Lei/buc","telemea de vaca 500g delaco",101,"2073 Lei/buc","telemea de vaca 500g delaco",101
"692","telemea huedin din lapte de vaca 42% grasime 350g napolact","1144 Lei","brinza (telemea) din lapte de  vaca ","1193","telemea huedin din lapte de vaca 42% grasime 350g napolact",101,"1167 Lei/buc","telemea huedin din lapte de vaca 42% grasime 350g napolact",101,"1167 Lei/buc","telemea huedin din lapte de vaca 42% grasime 350g napolact",101
"693","telemea de vaca 47% grasime 200g gusturi romanesti","464 Lei","brinza (telemea) din lapte de  vaca ","524","telemea de vaca 47% grasime 200g gusturi romanesti",101,"464 Lei/buc","telemea de vaca 47% grasime 200g gusturi romanesti",101,"464 Lei/buc","telemea de vaca 47% grasime 200g gusturi romanesti",101
"694","telemea din lapte de vaca pasteurizat 200g olympus","673 Lei","brinza (telemea) din lapte de  vaca ","733","telemea din lapte de vaca pasteurizat 200g olympus",101,"673 Lei/buc","telemea din lapte de vaca pasteurizat 200g olympus",101,"673 Lei/buc","telemea din lapte de vaca pasteurizat 200g olympus",101
"695","branza feta in saramura 200g roussas","1285 Lei","brinza feta""""  ","1217","branza feta in saramura 200g roussas",101,"1285 Lei/buc","branza feta in saramura 200g roussas",101,"1285 Lei/buc","branza feta in saramura 200g roussas",101
"696","telemea de bivolita 200g rustic","915 Lei","brinza (telemea) din lapte de  bivolita ","884","telemea de bivolita 200g rustic",101,"965 Lei/buc","telemea de bivolita 200g rustic",101,"965 Lei/buc","telemea de bivolita 200g rustic",101
"697","feta maturata in butoi 170g roussas","1071 Lei","brinza feta""""  ","1131","feta maturata in butoi 170g roussas",101,"999 Lei/buc","feta maturata in butoi 170g roussas",101,"999 Lei/buc","feta maturata in butoi 170g roussas",101
"698","telemea de oaie 350g president","1299 Lei","brinza (telemea) din lapte de  oaie ","1280 Lei/bucata","telemea oaie 350g president",100,"1280 Lei/bucata","telemea oaie 350g president",100,"1350 Lei/bucata","telemea oaie 350g president",100
"699","oua cod 1 marimea m 10 bucati gusturi romanesti","899 Lei","oua de la gaini crescute la  sol (cod 1, marime m) ","959","oua cod 1 marimea m 10 bucati gusturi romanesti",101,"949 Lei/buc","oua cod 1 marimea m 10 bucati gusturi romanesti",101,"949 Lei/buc","oua cod 1 marimea m 10 bucati gusturi romanesti",101
"700","oua cod 3 marimea m 30 bucati 365","1149 Lei","oua de la gaini crescute in  baterii (cod 3, marime m) ","1209","oua cod 3 marimea m 30 bucati 365",101,"599 Lei/buc","oua cod 2 m 10 bucati 365",89,"599 Lei/buc","oua cod 2 m 10 bucati 365",89
"701","oua cod 3 marimea m 10 bucati 365","559 Lei","oua de la gaini crescute in  baterii (cod 3, marime m) ","619","oua cod 3 marimea m 10 bucati 365",101,"699 Lei/buc","oua cod 3 marimea m 10 bucati 365",101,"699 Lei/buc","oua cod 3 marimea m 10 bucati 365",101
"702","oua cod 1 marimea m 6 bucati gusturi romanesti","654 Lei","oua de la gaini crescute la  sol (cod 1, marime m) ","714","oua cod 1 marimea m 6 bucati gusturi romanesti",101,"654 Lei/buc","oua cod 1 marimea m 6 bucati gusturi romanesti",101,"654 Lei/buc","oua cod 1 marimea m 6 bucati gusturi romanesti",101
"703","oua cod 3 marimea m 6 bucati 365","414 Lei","oua de la gaini crescute in  baterii (cod 3, marime m) ","474","oua cod 3 marimea m 6 bucati 365",101,"489 Lei/buc","oua cod 3 marimea m 6 bucati 365",101,"489 Lei/buc","oua cod 3 marimea m 6 bucati 365",101
"704","paine toast clasic french toast 600g vel pitar","559 Lei","piine feliata (pachet celofan)  ","527","paine toast clasic french toast 600g vel pitar",101,"479 Lei/buc","paine toast clasic french toast 600g vel pitar",101,"479 Lei/buc","paine toast clasic french toast 600g vel pitar",101
"705","paine alba feliata 300g vel pitar","099 Lei","piine feliata (pachet celofan)  ","159","paine alba feliata 300g vel pitar",101,"099 Lei/buc","paine alba feliata 300g vel pitar",101,"099 Lei/buc","paine alba feliata 300g vel pitar",101
"706","paine de secara benecol 240g dobrogea","492 Lei","piine din fainuri speciale -  preambalata ","480 Lei/bucata","paine de secara feliata dobrogea benecol 240g",100,"487 Lei/buc","paine de secara benecol 240g dobrogea",101,"487 Lei/buc","paine de secara benecol 240g dobrogea",101
"707","paine feliata aleasa din faina integrala cu multicereale 500g kb toast","535 Lei","piine din fainuri speciale -  preambalata ","643","paine feliata aleasa din faina integrala cu multicereale 500g kb toast",101,"607 Lei/buc","paine feliata aleasa din faina integrala cu multicereale 500g kb toast",101,"607 Lei/buc","paine feliata aleasa din faina integrala cu multicereale 500g kb toast",101
"708","paine cu 7 seminte 700g chef gourmand","494 Lei","piine din fainuri speciale -  preambalata ","559","paine cu 7 seminte 700g chef gourmand",101,"580 Lei/buc","paine cu 7 seminte 700g chef gourmand",101,"580 Lei/buc","paine cu 7 seminte 700g chef gourmand",101
"709","felii de paine crocante cu multicereale 250g delhaize","769 Lei","piine din fainuri speciale -  preambalata ","829","felii de paine crocante cu multicereale 250g delhaize",101,"769 Lei/buc","felii de paine crocante cu multicereale 250g delhaize",101,"769 Lei/buc","felii de paine crocante cu multicereale 250g delhaize",101
"710","paine feliata integrala 600g 365","339 Lei","piine din fainuri speciale -  preambalata ","399","paine feliata integrala 600g 365",101,"339 Lei/buc","paine feliata integrala 600g 365",101,"339 Lei/buc","paine feliata integrala 600g 365",101
"711","paine toast secara french toast 600g vel pitar","490 Lei","piine semialba (intermediara,  integrala) ","607","paine toast secara french toast 600g vel pitar",101,"602 Lei/buc","paine toast secara french toast 600g vel pitar",101,"602 Lei/buc","paine toast secara french toast 600g vel pitar",101
"712","paine toast alba 300g kb toast","312 Lei","piine feliata (pachet celofan)  ","391","paine toast alba 300g kb toast",101,"289 Lei/buc","paine toast alba 300g kb toast",101,"289 Lei/buc","paine toast alba 300g kb toast",101
"713","paine feliata cu faina de secara si seminte 600g 365","339 Lei","piine din fainuri speciale -  preambalata ","399","paine feliata cu faina de secara si seminte 600g 365",101,"339 Lei/buc","paine feliata cu faina de secara si seminte 600g 365",101,"339 Lei/buc","paine feliata cu faina de secara si seminte 600g 365",101
"714","paine feliata fara sare 300g dobrogea","159 Lei","piine alba, aclorida (fara  sare) ","5.68 Lei/buc 11.36 kilogram","dobrogea paine 500g",85,"159 Lei/buc","paine feliata fara sare 300g dobrogea",101,"159 Lei/buc","paine feliata fara sare 300g dobrogea",101
"715","paine feliata alba 600g 365","319 Lei","piine feliata (pachet celofan)  ","379","paine feliata alba 600g 365",101,"319 Lei/buc","paine feliata alba 600g 365",101,"319 Lei/buc","paine feliata alba 600g 365",101
